user_id,year_month,total_spend,total_income,spend_food,spend_rent,spend_academic,spend_groceries,avg_daily_spend,median_transaction,max_transaction,num_transactions,weekend_spend_ratio,recurring_share,savings_rate,label_anomalous
U00018,2025-09,14433.45,29132.69,808.89,5817.67,4362.08,1328.76,627.54,101.32,5817.67,57,0.4289,0.4031,0.5046,False
U00018,2025-10,18562.71,32437.59,1496.34,7373.51,3619.82,1305.59,618.76,115.32,7373.51,68,0.5535,0.3972,0.4277,False
U00018,2025-11,7906.69,22673.54,448.34,3435.34,2082.22,1027.8,718.79,137.85,3435.34,28,0.1921,0.4345,0.6513,False
U00019,2025-08,16720.4,13248.11,1600.96,5485.32,5008.73,3192.71,643.09,155.43,5485.32,61,0.4746,0.3281,-0.2621,False
U00019,2025-09,21839.6,13248.11,1355.42,8254.44,3727.7,2888.07,753.09,132.89,8254.44,78,0.2196,0.378,-0.6485,False
U00019,2025-10,18386.48,13248.11,979.67,5627.76,6075.5,2323.76,707.17,202.46,5627.76,60,0.526,0.3061,-0.3879,False
U00019,2025-11,12056.3,13248.11,611.22,6017.32,2192.6,1465.46,1004.69,143.07,6017.32,37,0.2405,0.4991,0.09,False
U00020,2025-08,12856.4,19449.47,957.61,0.0,4110.32,2086.76,428.55,208.52,580.47,59,0.2542,0.0,0.339,False
U00020,2025-09,12019.22,19449.47,906.33,0.0,2984.42,3967.87,462.28,150.2,658.57,61,0.1751,0.0,0.382,False
U00020,2025-10,8956.89,19449.47,608.82,0.0,4084.19,1606.15,447.84,156.72,686.48,45,0.4331,0.0,0.5395,False
U00020,2025-11,2145.29,19449.47,76.71,0.0,1466.52,533.53,214.53,141.59,673.74,12,0.1255,0.0,0.8897,False
U00021,2025-08,18191.15,24623.2,2816.22,0.0,6348.1,2323.59,606.37,180.01,1264.22,77,0.3934,0.0,0.2612,False
U00021,2025-09,17239.4,24623.2,3011.9,0.0,6458.04,1817.62,594.46,179.51,930.28,74,0.309,0.0,0.2999,False
U00021,2025-10,13295.52,24623.2,2848.05,0.0,2809.73,3422.84,443.18,160.1,879.45,69,0.3896,0.0,0.46,False
U00021,2025-11,5271.09,24623.2,1287.87,0.0,1545.02,1225.37,479.19,228.31,616.22,24,0.4334,0.0,0.7859,False
U00022,2025-08,9783.6,36696.02,988.39,0.0,2046.09,2479.54,376.29,135.27,697.18,55,0.4211,0.0,0.7334,False
U00022,2025-09,11987.1,30846.91,449.74,0.0,6018.16,1540.1,479.48,165.6,949.68,52,0.2961,0.0,0.6114,False
U00022,2025-10,12592.26,30846.91,1233.58,0.0,5576.23,2012.27,466.38,154.58,940.8,58,0.198,0.0,0.5918,False
U00022,2025-11,4488.14,30846.91,694.78,0.0,753.79,323.87,408.01,173.39,799.4,22,0.3248,0.0,0.8545,False
U00023,2025-08,15678.49,37243.74,3378.51,0.0,4209.75,3373.94,603.02,166.45,670.8,74,0.4569,0.0,0.579,False
U00023,2025-09,17625.5,29619.72,2526.41,0.0,5386.62,3637.23,607.78,166.25,996.49,84,0.1946,0.0,0.4049,False
U00023,2025-10,19735.66,28960.35,2631.78,0.0,6800.3,3813.59,657.86,162.71,836.71,88,0.3418,0.0,0.3185,False
U00023,2025-11,7037.33,23873.96,1022.19,0.0,3602.42,419.36,639.76,181.08,1254.76,25,0.3264,0.0,0.7052,False
U00024,2025-08,15681.71,17500.41,2304.78,4245.59,1766.98,1819.42,653.4,146.85,4245.59,62,0.2967,0.2707,0.1039,False
U00024,2025-09,25707.32,12580.76,2993.83,6154.92,7634.63,2295.01,886.46,147.89,6154.92,77,0.1504,0.2394,-1.0434,False
U00024,2025-10,19771.17,12580.76,2753.99,3294.43,4256.85,1298.48,681.76,175.94,3294.43,76,0.1815,0.1666,-0.5715,False
U00024,2025-11,13303.99,12580.76,1090.18,4750.66,2028.98,2862.85,1330.4,201.51,4750.66,38,0.5144,0.3571,-0.0575,False
U00025,2025-08,24702.11,11456.48,7072.68,3710.02,4039.29,4111.66,823.4,200.04,3710.02,91,0.4338,0.1502,-1.1562,True
U00025,2025-09,28395.5,11456.48,10672.67,4957.18,6741.75,1410.47,979.16,207.3,4957.18,93,0.1906,0.1746,-1.4786,True
U00025,2025-10,26313.63,11456.48,8621.22,5848.13,3141.86,3550.01,907.37,201.92,5848.13,86,0.2262,0.2222,-1.2968,True
U00025,2025-11,14498.02,11456.48,4506.53,5848.91,1486.77,840.96,1115.23,202.47,5848.91,42,0.1927,0.4034,-0.2655,False
U00026,2025-08,19212.5,20647.48,3920.56,0.0,4377.94,3480.4,711.57,168.65,964.57,82,0.4437,0.0,0.0695,False
U00026,2025-09,13173.97,20647.48,2810.29,0.0,1940.28,687.95,487.92,146.43,788.43,68,0.2207,0.0,0.362,False
U00026,2025-10,13006.22,20647.48,2319.55,0.0,2683.43,2872.14,464.51,147.04,783.67,66,0.1565,0.0,0.3701,False
U00026,2025-11,9657.11,20647.48,2244.5,0.0,2023.68,1357.24,742.85,176.38,985.43,43,0.175,0.0,0.5323,False
U00027,2025-08,28194.61,13652.49,7666.91,4749.68,6447.24,2634.02,939.82,226.78,4749.68,92,0.2803,0.1685,-1.0652,True
U00027,2025-09,26305.07,13652.49,9723.03,5057.58,6009.17,1408.17,939.47,197.12,5057.58,91,0.1931,0.1923,-0.9268,True
U00027,2025-10,29029.81,13652.49,8248.08,4832.97,8917.68,2405.57,1001.03,218.5,4832.97,84,0.2471,0.1665,-1.1263,True
U00027,2025-11,19899.19,13652.49,4615.91,10086.86,2420.27,1163.39,1530.71,187.29,10086.86,45,0.6379,0.5069,-0.4576,False
U00028,2025-08,18051.54,32566.63,3964.23,0.0,3877.01,4210.83,601.72,173.12,877.09,78,0.2577,0.0,0.4457,False
U00028,2025-09,20731.54,31575.23,4222.47,0.0,6871.96,2323.83,691.05,174.7,1360.66,93,0.2324,0.0,0.3434,False
U00028,2025-10,19664.5,32607.64,4504.94,0.0,4300.63,3442.47,655.48,173.38,805.04,90,0.3142,0.0,0.3969,False
U00028,2025-11,7559.22,23630.75,789.77,0.0,3389.24,532.13,755.92,277.26,921.45,24,0.4512,0.0,0.6801,False
U00029,2025-08,29350.28,25626.92,7633.26,5225.81,7921.83,2521.5,978.34,197.71,5225.81,95,0.2008,0.178,-0.1453,False
U00029,2025-09,23747.76,25626.92,9363.01,3094.0,4386.73,3248.12,879.55,203.12,3094.0,89,0.3129,0.1303,0.0733,False
U00029,2025-10,25118.61,25626.92,11695.93,4728.94,3272.28,2151.02,866.16,199.39,4728.94,83,0.308,0.1883,0.0198,True
U00029,2025-11,13492.57,25626.92,1813.07,6546.43,2927.62,508.77,1124.38,161.43,6546.43,28,0.0854,0.4852,0.4735,False
U00030,2025-08,16588.52,35747.7,2644.56,4035.0,3924.09,1140.78,663.54,196.19,4035.0,58,0.1852,0.2432,0.536,False
U00030,2025-09,24095.83,34444.16,2600.57,4119.41,6950.67,4154.42,926.76,226.52,4119.41,73,0.2574,0.171,0.3004,False
U00030,2025-10,21005.16,31961.72,3466.66,3760.32,3258.72,4381.77,724.32,175.4,3760.32,77,0.4212,0.179,0.3428,False
U00030,2025-11,11689.95,26755.72,1565.69,5155.77,1939.25,949.48,1062.72,184.68,5155.77,31,0.558,0.441,0.5631,False
U00031,2025-08,31538.81,32560.35,8305.45,6961.17,6503.94,4267.49,1051.29,207.69,6961.17,91,0.2306,0.2207,0.0314,False
U00031,2025-09,21540.01,28556.78,6180.43,2327.63,5461.25,2789.88,742.76,202.72,2327.63,78,0.4204,0.1081,0.2457,False
U00031,2025-10,28682.05,28556.78,9698.85,6464.89,5410.01,2208.47,925.23,204.87,6464.89,92,0.4536,0.2254,-0.0044,False
U00031,2025-11,14512.77,28556.78,3527.13,3825.76,4229.94,850.53,1319.34,186.66,3825.76,40,0.1585,0.2636,0.4918,False
U00032,2025-08,19867.94,9559.41,3393.44,3447.44,4764.42,2183.28,685.1,151.46,3447.44,77,0.3427,0.1735,-1.0784,False
U00032,2025-09,23563.02,9559.41,3078.44,5162.95,6505.11,3925.32,812.52,211.28,5162.95,77,0.3935,0.2191,-1.4649,False
U00032,2025-10,25437.78,9559.41,3282.62,6886.53,9181.35,1918.72,847.93,162.42,6886.53,71,0.4806,0.2707,-1.661,False
U00032,2025-11,14313.24,9559.41,1556.87,7254.58,2575.38,814.44,1192.77,141.52,7254.58,34,0.2431,0.5068,-0.4973,False
U00033,2025-08,23609.37,15942.53,3030.33,6443.68,4122.47,2141.06,786.98,174.52,6443.68,77,0.5095,0.2729,-0.4809,False
U00033,2025-09,24075.86,11798.88,2201.54,5581.09,6023.3,2862.73,891.7,209.39,5581.09,66,0.4189,0.2318,-1.0405,False
U00033,2025-10,28139.69,11798.88,3001.71,6599.45,7420.4,3073.65,907.73,182.94,6599.45,85,0.2878,0.2345,-1.3849,False
U00033,2025-11,10545.92,11798.88,503.58,4855.46,2681.56,1129.57,958.72,179.62,4855.46,21,0.2615,0.4604,0.1062,False
U00034,2025-08,24862.57,11512.54,2571.39,4701.46,5785.1,3703.63,857.33,194.47,4701.46,84,0.3522,0.1891,-1.1596,False
U00034,2025-09,25084.62,11512.54,4337.1,4848.07,8088.48,1694.64,864.99,198.76,4848.07,81,0.1647,0.1933,-1.1789,False
U00034,2025-10,23368.37,11512.54,3143.89,4725.71,3643.9,4452.8,805.81,205.63,4725.71,76,0.1802,0.2022,-1.0298,False
U00034,2025-11,12534.08,11512.54,790.52,4162.62,4952.33,1561.58,964.16,213.88,4162.62,29,0.1902,0.3321,-0.0887,False
U00035,2025-08,18472.73,27263.98,2724.28,0.0,7432.47,1908.31,710.49,195.66,1159.35,75,0.4049,0.0,0.3224,False
U00035,2025-09,19067.48,27263.98,3508.08,0.0,7532.09,2574.84,733.36,204.24,1937.22,67,0.2255,0.0,0.3006,False
U00035,2025-10,20533.78,27263.98,2972.8,0.0,8019.87,3078.6,708.06,176.5,1281.02,76,0.189,0.0,0.2469,False
U00035,2025-11,5860.52,27263.98,1461.92,0.0,1012.47,1059.0,586.05,177.02,495.8,29,0.2929,0.0,0.785,False
U00036,2025-08,16844.93,34277.33,2470.14,0.0,3956.93,3075.26,561.5,155.68,930.69,82,0.3005,0.0,0.5086,False
U00036,2025-09,16856.55,30291.12,3810.51,0.0,3573.31,2641.38,674.26,160.45,1131.17,74,0.4385,0.0,0.4435,False
U00036,2025-10,14231.8,30291.12,3937.79,0.0,3633.95,3521.46,508.28,161.56,1356.24,69,0.3075,0.0,0.5302,False
U00036,2025-11,4681.62,30291.12,859.6,0.0,719.01,1106.59,425.6,178.48,371.91,27,0.338,0.0,0.8454,False
U00037,2025-08,127009.19,11963.1,21717.1,0.0,0.0,5846.59,4379.63,612.96,6301.37,113,0.3745,0.0,-9.6167,True
U00037,2025-09,42158.94,11963.1,4978.99,0.0,0.0,5434.42,1561.44,279.31,2061.51,102,0.2266,0.0,-2.5241,True
U00037,2025-10,43984.15,11963.1,3939.95,0.0,0.0,4081.59,1418.84,261.82,3558.19,97,0.3418,0.0,-2.6767,False
U00037,2025-11,17040.26,11963.1,2097.0,0.0,0.0,3348.15,1420.02,236.82,1628.15,52,0.36,0.0,-0.4244,False
U00038,2025-08,46265.98,11719.09,4361.5,5386.98,0.0,6459.32,1595.38,254.5,5386.98,108,0.1959,0.1164,-2.9479,False
U00038,2025-09,43444.37,11719.09,4582.52,3200.9,0.0,4503.35,1551.58,249.36,3200.9,109,0.3168,0.0737,-2.7071,False
U00038,2025-10,51709.3,11719.09,4049.75,4889.56,0.0,7394.09,1668.04,298.35,4889.56,118,0.2973,0.0946,-3.4124,False
U00038,2025-11,22745.87,11719.09,3354.85,3525.91,0.0,4279.38,1749.68,418.19,3525.91,41,0.324,0.155,-0.9409,False
U00039,2025-08,18158.81,18150.38,1378.95,8682.99,1278.41,2349.42,698.42,130.5,8682.99,60,0.5786,0.4782,-0.0005,False
U00039,2025-09,18587.25,15096.28,1154.51,4946.09,7252.31,2180.34,714.89,163.41,4946.09,63,0.113,0.2661,-0.2312,False
U00039,2025-10,14251.78,15096.28,660.55,3937.19,2626.91,1350.44,491.44,138.97,3937.19,60,0.5049,0.2763,0.0559,False
U00039,2025-11,11140.38,15096.28,62.1,6063.3,3634.56,530.46,1114.04,331.7,6063.3,19,0.7252,0.5443,0.262,False
U00040,2025-08,15681.48,20011.0,2456.01,0.0,4551.76,2326.6,522.72,161.16,1107.62,73,0.3241,0.0,0.2164,False
U00040,2025-09,19306.09,20011.0,2693.73,0.0,5460.88,3310.71,665.73,189.09,1080.71,80,0.1579,0.0,0.0352,False
U00040,2025-10,16034.64,20011.0,3614.24,0.0,6208.53,2104.28,593.88,196.11,1122.33,56,0.348,0.0,0.1987,False
U00040,2025-11,6068.09,20011.0,805.61,0.0,1616.51,714.24,606.81,193.33,550.1,29,0.2815,0.0,0.6968,False
U00041,2025-08,24165.97,32198.4,9616.04,5078.92,3911.83,2005.89,805.53,208.3,5078.92,86,0.2585,0.2102,0.2495,True
U00041,2025-09,27481.48,31852.82,10184.85,4810.53,4476.22,1728.16,947.64,201.44,4810.53,94,0.2121,0.175,0.1372,True
U00041,2025-10,31866.86,28917.72,9003.68,8190.82,7329.1,4029.41,1098.86,211.27,8190.82,94,0.212,0.257,-0.102,False
U00041,2025-11,7682.44,23377.73,2905.37,1965.48,1413.32,329.98,698.4,154.11,1965.48,31,0.0619,0.2558,0.6714,False
U00042,2025-08,18025.33,15661.75,3635.93,0.0,5539.35,1652.63,693.28,180.52,1047.68,73,0.3913,0.0,-0.1509,False
U00042,2025-09,23060.48,15661.75,3361.29,0.0,6457.72,4287.05,823.59,190.23,1243.71,99,0.2108,0.0,-0.4724,False
U00042,2025-10,14993.26,15661.75,3741.54,0.0,4949.27,2461.36,599.73,135.71,957.46,74,0.3447,0.0,0.0427,False
U00042,2025-11,7806.18,15661.75,1836.3,0.0,1696.32,2300.87,600.48,145.84,1272.69,33,0.1144,0.0,0.5016,False
U00043,2025-08,24617.1,19346.76,9242.1,3150.87,4291.16,4023.52,848.87,197.31,3150.87,88,0.2615,0.128,-0.2724,True
U00043,2025-09,27521.88,19346.76,9138.93,6272.65,5345.37,3329.45,1019.33,197.58,6272.65,87,0.5013,0.2279,-0.4226,True
U00043,2025-10,30080.46,19346.76,8520.9,5972.93,7526.65,5276.97,1114.09,207.6,5972.93,86,0.316,0.1986,-0.5548,True
U00043,2025-11,12866.42,19346.76,4478.02,4094.88,1277.65,1296.02,1072.2,235.9,4094.88,37,0.6258,0.3183,0.335,False
U00044,2025-08,19821.77,17653.43,3241.05,3851.91,3187.34,2445.81,707.92,166.16,3851.91,72,0.2849,0.1943,-0.1228,False
U00044,2025-09,24142.0,17653.43,2504.75,4770.67,9417.56,2397.1,862.21,202.32,4770.67,70,0.2823,0.1976,-0.3676,False
U00044,2025-10,21863.52,17653.43,4239.97,2692.22,6177.32,2370.66,753.91,208.07,2692.22,73,0.2311,0.1231,-0.2385,False
U00044,2025-11,9260.08,17653.43,1748.86,3034.78,568.69,2071.3,771.67,185.03,3034.78,31,0.238,0.3277,0.4755,False
U00045,2025-08,23723.87,50132.01,3835.97,4031.15,5385.33,4359.42,790.8,196.44,4031.15,85,0.2558,0.1699,0.5268,False
U00045,2025-09,28438.58,50132.01,2586.2,3784.69,9226.39,4426.2,1053.28,179.65,3784.69,104,0.3275,0.1331,0.4327,False
U00045,2025-10,24387.58,50132.01,3190.79,6033.02,4263.52,2232.7,903.24,187.36,6033.02,80,0.4682,0.2474,0.5135,False
U00045,2025-11,16750.76,50132.01,2495.03,6096.13,3187.06,1033.14,1395.9,175.76,6096.13,49,0.2205,0.3639,0.6659,False
U00046,2025-08,26045.2,23071.33,3453.57,3362.73,10456.84,1701.72,898.11,176.88,3362.73,86,0.3112,0.1291,-0.1289,False
U00046,2025-09,60130.27,23071.33,8830.32,4986.19,0.0,2245.41,2405.21,349.85,4986.19,66,0.2997,0.0829,-1.6063,False
U00046,2025-10,29141.49,23071.33,3981.57,4093.81,10037.12,2915.82,940.05,187.77,4093.81,95,0.1674,0.1405,-0.2631,False
U00046,2025-11,14352.79,23071.33,1565.41,4320.53,2082.09,806.42,1196.07,185.09,4320.53,46,0.4298,0.301,0.3779,False
U00047,2025-08,20814.71,9461.46,4160.97,0.0,5979.74,3382.99,717.75,203.55,972.15,86,0.3385,0.0,-1.1999,True
U00047,2025-09,14318.58,9461.46,2735.4,0.0,4265.89,2114.62,511.38,164.05,836.99,69,0.3849,0.0,-0.5134,False
U00047,2025-10,22701.42,9461.46,3552.82,0.0,9279.82,1958.47,840.79,186.11,1414.92,83,0.1591,0.0,-1.3994,False
U00047,2025-11,5864.76,9461.46,343.71,0.0,3784.03,319.18,533.16,181.23,1392.01,20,0.2418,0.0,0.3801,False
U00048,2025-08,56321.83,18162.35,4143.37,0.0,0.0,6515.66,1877.39,295.28,5790.32,124,0.289,0.0,-2.101,False
U00048,2025-09,49273.11,15127.63,2623.05,0.0,0.0,4622.43,1699.07,299.07,3585.26,101,0.2751,0.0,-2.2572,False
U00048,2025-10,56221.94,15127.63,5379.14,0.0,0.0,8606.89,1813.61,286.77,3332.22,134,0.3128,0.0,-2.7165,False
U00048,2025-11,15884.56,15127.63,638.36,0.0,0.0,1417.14,1221.89,244.18,1887.85,47,0.4627,0.0,-0.05,False
U00049,2025-08,11063.8,12890.09,1544.02,0.0,3873.41,1720.87,425.53,131.43,572.87,64,0.295,0.0,0.1417,False
U00049,2025-09,6967.77,12890.09,968.77,0.0,1829.8,1252.6,290.32,133.74,668.49,45,0.2211,0.0,0.4594,False
U00049,2025-10,10546.65,12890.09,1214.64,0.0,3155.42,1447.4,405.64,154.83,1088.2,53,0.3528,0.0,0.1818,False
U00049,2025-11,4456.22,12890.09,510.15,0.0,961.4,916.32,445.62,136.4,1233.48,19,0.483,0.0,0.6543,False
U00050,2025-08,25336.72,27749.65,8430.45,3902.72,7806.65,1117.75,873.68,238.08,3902.72,76,0.2527,0.154,0.087,False
